,Year_ID_Location,Year_ID,ID,Year_Location,Year,Location,Island,in_out,Least_age,Least_hatchyear,filled,obs,capt,gene_new,Sex,Own_survival,N_Recruits,r2s,parent_in_pedigree,present_in_pedigree,ever_a_parent,ringed_ad_recorded,estimated_pop_size,observed_breeding_popsize,ringnr,flok,flokyear,Island_ID,Year2,IslandYear_ID,ob,ringnr_year,Experienced_breeder,sex,IslandFitness,IslandYearFitness,IslandYearSigma_w,RelPop,logPop,VarIslandYearFitness,w,IDYear
170,2009_8309165_aldra,2009_8309165,77,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,0,0,0,yes,yes,yes,47,52,49,8309165,38,382 009,11,12,224,170,83 091 652 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,8811
2323,2009_8800495_aldra,2009_8800495,934,2009_aldra,12,Aldra,38,0,9,2000,no,NA,capt,NA,m,0,0,0,yes,yes,yes,47,52,49,8800495,38,382 009,11,12,224,2318,88 004 952 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,9232
2423,2009_8800935_aldra,2009_8800935,971,2009_aldra,12,Aldra,38,0,8,2001,no,obs,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8800935,38,382 009,11,12,224,2418,88 009 352 009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,9331
3232,2009_8934339_aldra,2009_8934339,1284,2009_aldra,12,Aldra,38,0,6,2003,no,NA,capt,NA,m,0,0,0,no,yes,yes,47,52,49,8934339,38,382 009,11,12,224,3227,89 343 392 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,799
3569,2009_8939119_aldra,2009_8939119,1397,2009_aldra,12,Aldra,38,0,5,2004,no,obs,capt,NA,m,0,0,0,yes,yes,yes,47,52,49,8939119,38,382 009,11,12,224,3560,89 391 192 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,1115
3587,2009_8939141_aldra,2009_8939141,1404,2009_aldra,12,Aldra,38,0,5,2004,gene_new,NA,NA,gene_new,f,0,3,3,yes,yes,yes,47,52,49,8939141,38,382 009,11,12,224,3578,89 391 412 009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,1133
3794,2009_8939582_aldra,2009_8939582,1482,2009_aldra,12,Aldra,38,0,5,2004,no,obs,capt,NA,f,0,0,0,no,yes,yes,47,52,49,8939582,38,382 009,11,12,224,3785,89 395 822 009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,1328
4010,2009_8943106_aldra,2009_8943106,1562,2009_aldra,12,Aldra,38,0,6,2003,no,NA,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8943106,38,382 009,11,12,224,4001,89 431 062 009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,1540
4154,2009_8943801_aldra,2009_8943801,1614,2009_aldra,12,Aldra,38,0,6,2003,no,NA,capt,NA,m,0,1,1,yes,yes,yes,47,52,49,8943801,38,382 009,11,12,224,4144,89 438 012 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0.5,1680
4250,2009_8981038_aldra,2009_8981038,1650,2009_aldra,12,Aldra,38,0,7,2002,no,NA,capt,NA,m,0,0,0,yes,yes,yes,47,52,49,8981038,38,382 009,11,12,224,4240,89 810 382 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,1779
4363,2009_8981602_aldra,2009_8981602,1694,2009_aldra,12,Aldra,38,0,5,2004,gene_new,NA,NA,gene_new,m,0,2,2,yes,yes,yes,47,52,49,8981602,38,382 009,11,12,224,4353,89 816 022 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,1898
4375,2009_8981608_aldra,2009_8981608,1699,2009_aldra,12,Aldra,38,0,5,2004,no,obs,NA,NA,m,0,0,0,no,yes,yes,47,52,49,8981608,38,382 009,11,12,224,4365,89 816 082 009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,1910
4641,2009_8L19858_aldra,2009_8L19858,1797,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,1,1,3,yes,yes,yes,47,52,49,8L19858,38,382 009,11,12,224,4625,8L19858 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,2142
4644,2009_8L19860_aldra,2009_8L19860,1798,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,0,1,1,yes,yes,yes,47,52,49,8L19860,38,382 009,11,12,224,4628,8L19860 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0.5,2145
4673,2009_8L19922_aldra,2009_8L19922,1810,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,1,0,2,yes,yes,yes,47,52,49,8L19922,38,382 009,11,12,224,4657,8L19922 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,2177
4676,2009_8L19926_aldra,2009_8L19926,1811,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L19926,38,382 009,11,12,224,4660,8L19926 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2180
4678,2009_8L19928_aldra,2009_8L19928,1812,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,47,52,49,8L19928,38,382 009,11,12,224,4662,8L19928 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,2182
4686,2009_8L19930_aldra,2009_8L19930,1814,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8L19930,38,382 009,11,12,224,4670,8L19930 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2190
4688,2009_8L19931_aldra,2009_8L19931,1815,2009_aldra,12,Aldra,38,0,2,2007,no,NA,capt,NA,f,0,0,0,no,yes,yes,47,52,49,8L19931,38,382 009,11,12,224,4672,8L19931 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2192
4690,2009_8L19932_aldra,2009_8L19932,1816,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,m,0,0,0,yes,yes,yes,47,52,49,8L19932,38,382 009,11,12,224,4674,8L19932 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2194
4727,2009_8L19958_aldra,2009_8L19958,1828,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8L19958,38,382 009,11,12,224,4711,8L19958 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2233
4730,2009_8L19960_aldra,2009_8L19960,1830,2009_aldra,12,Aldra,38,0,2,2007,no,NA,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8L19960,38,382 009,11,12,224,4714,8L19960 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2237
4732,2009_8L19961_aldra,2009_8L19961,1831,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,1,2,4,yes,yes,yes,47,52,49,8L19961,38,382 009,11,12,224,4716,8L19961 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,2,2239
4767,2009_8L26538_aldra,2009_8L26538,1848,2009_aldra,12,Aldra,38,0,2,2007,no,NA,capt,NA,m,1,1,3,yes,yes,yes,47,52,49,8L26538,38,382 009,11,12,224,4751,8L26538 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,2274
4926,2009_8L30761_aldra,2009_8L30761,1898,2009_aldra,12,Aldra,38,0,3,2006,no,obs,capt,NA,f,0,1,1,yes,yes,yes,47,52,49,8L30761,38,382 009,11,12,224,4906,8L30761 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0.5,2415
5154,2009_8L48457_aldra,2009_8L48457,1990,2009_aldra,12,Aldra,38,0,4,2005,no,obs,NA,NA,f,0,0,0,no,yes,yes,47,52,49,8L48457,38,382 009,11,12,224,5133,8L48457 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2647
5157,2009_8L48459_aldra,2009_8L48459,1991,2009_aldra,12,Aldra,38,0,3,2006,no,obs,NA,NA,m,0,0,0,yes,yes,yes,47,52,49,8L48459,38,382 009,11,12,224,5136,8L48459 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,2651
5162,2009_8L48463_aldra,2009_8L48463,1993,2009_aldra,12,Aldra,38,0,3,2006,no,obs,capt,NA,f,1,1,3,yes,yes,yes,47,52,49,8L48463,38,382 009,11,12,224,5141,8L48463 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,2656
5186,2009_8L48501_aldra,2009_8L48501,2002,2009_aldra,12,Aldra,38,0,4,2005,no,obs,capt,NA,m,0,1,1,yes,yes,yes,47,52,49,8L48501,38,382 009,11,12,224,5165,8L48501 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0.5,2692
5443,2009_8L52574_aldra,2009_8L52574,2099,2009_aldra,12,Aldra,38,0,3,2006,no,obs,capt,NA,f,1,1,3,yes,yes,yes,47,52,49,8L52574,38,382 009,11,12,224,5416,8L52574 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,2930
5459,2009_8L52598_aldra,2009_8L52598,2106,2009_aldra,12,Aldra,38,0,3,2006,no,NA,capt,NA,m,1,1,3,yes,yes,yes,47,52,49,8L52598,38,382 009,11,12,224,5432,8L52598 2009,1,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,2952
5510,2009_8L52913_aldra,2009_8L52913,2125,2009_aldra,12,Aldra,38,0,3,2006,no,NA,capt,NA,f,1,0,2,no,yes,yes,47,52,49,8L52913,38,382 009,11,12,224,5483,8L52913 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,2994
5754,2009_8L64286_aldra,2009_8L64286,2214,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,1,1,3,yes,yes,yes,47,52,49,8L64286,38,382 009,11,12,224,5727,8L64286 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1.5,3242
5756,2009_8L64288_aldra,2009_8L64288,2215,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,m,0,0,0,no,yes,never,47,52,49,8L64288,38,382 009,11,12,224,5729,8L64288 2009,0,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3244
5757,2009_8L64291_aldra,2009_8L64291,2216,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L64291,38,382 009,11,12,224,5730,8L64291 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3245
5875,2009_8L64996_aldra,2009_8L64996,2260,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,1,0,2,no,yes,yes,47,52,49,8L64996,38,382 009,11,12,224,5848,8L64996 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,3349
5947,2009_8L89298_aldra,2009_8L89298,2288,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,m,0,0,0,no,yes,never,47,52,49,8L89298,38,382 009,11,12,224,5919,8L89298 2009,0,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3412
5949,2009_8L89299_aldra,2009_8L89299,2289,2009_aldra,12,Aldra,38,0,2,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,47,52,49,8L89299,38,382 009,11,12,224,5921,8L89299 2009,1,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,1,3414
5967,2009_8L89326_aldra,2009_8L89326,2298,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,m,0,0,0,no,yes,never,47,52,49,8L89326,38,382 009,11,12,224,5939,8L89326 2009,0,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3433
6084,2009_8L89456_aldra,2009_8L89456,2337,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8L89456,38,382 009,11,12,224,6056,8L89456 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3560
6085,2009_8L89457_aldra,2009_8L89457,2338,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L89457,38,382 009,11,12,224,6057,8L89457 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3561
6086,2009_8L89460_aldra,2009_8L89460,2339,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L89460,38,382 009,11,12,224,6058,8L89460 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3562
6087,2009_8L89461_aldra,2009_8L89461,2340,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,yes,yes,yes,47,52,49,8L89461,38,382 009,11,12,224,6059,8L89461 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3565
6274,2009_8L89739_aldra,2009_8L89739,2417,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L89739,38,382 009,11,12,224,6246,8L89739 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3760
6281,2009_8L89750_aldra,2009_8L89750,2421,2009_aldra,12,Aldra,38,0,1,2008,no,obs,NA,NA,m,0,0,0,no,yes,never,47,52,49,8L89750,38,382 009,11,12,224,6253,8L89750 2009,0,0,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3768
6292,2009_8L89804_aldra,2009_8L89804,2427,2009_aldra,12,Aldra,38,0,1,2008,no,NA,capt,NA,f,0,0,0,no,yes,never,47,52,49,8L89804,38,382 009,11,12,224,6264,8L89804 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,3779
6606,2009_8M31420_aldra,2009_8M31420,2535,2009_aldra,12,Aldra,38,0,1,2008,no,obs,capt,NA,f,0,0,0,no,no,never,47,52,49,8M31420,38,382 009,11,12,224,6568,8M31420 2009,0,1,0.908023483,0.418367347,0.378613946,0.212515763,-0.311999658,0.239763132,0,4054
4642,2010_8L19858_aldra,2010_8L19858,1797,2010_aldra,13,Aldra,38,0,3,2007,gene_new,NA,NA,gene_new,m,0,0,0,yes,yes,yes,20,27,24,8L19858,38,382 010,11,13,225,4626,8L19858 2010,1,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,2143
4674,2010_8L19922_aldra,2010_8L19922,1810,2010_aldra,13,Aldra,38,0,3,2007,no,NA,capt,NA,m,0,1,1,yes,yes,yes,20,27,24,8L19922,38,382 010,11,13,225,4658,8L19922 2010,1,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0.5,2178
4679,2010_8L19928_aldra,2010_8L19928,1812,2010_aldra,13,Aldra,38,0,3,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,20,27,24,8L19928,38,382 010,11,13,225,4663,8L19928 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,2183
4733,2010_8L19961_aldra,2010_8L19961,1831,2010_aldra,13,Aldra,38,0,3,2007,no,obs,NA,NA,f,0,1,1,yes,yes,yes,20,27,24,8L19961,38,382 010,11,13,225,4717,8L19961 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0.5,2240
4768,2010_8L26538_aldra,2010_8L26538,1848,2010_aldra,13,Aldra,38,0,3,2007,no,obs,NA,NA,m,1,1,3,yes,yes,yes,20,27,24,8L26538,38,382 010,11,13,225,4752,8L26538 2010,1,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1.5,2275
5163,2010_8L48463_aldra,2010_8L48463,1993,2010_aldra,13,Aldra,38,0,4,2006,no,obs,capt,NA,f,0,0,0,no,yes,yes,20,27,24,8L48463,38,382 010,11,13,225,5142,8L48463 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,2657
5444,2010_8L52574_aldra,2010_8L52574,2099,2010_aldra,13,Aldra,38,0,4,2006,no,obs,capt,NA,f,1,0,2,no,yes,yes,20,27,24,8L52574,38,382 010,11,13,225,5417,8L52574 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,2931
5460,2010_8L52598_aldra,2010_8L52598,2106,2010_aldra,13,Aldra,38,0,4,2006,no,NA,capt,NA,m,1,0,2,yes,yes,yes,20,27,24,8L52598,38,382 010,11,13,225,5433,8L52598 2010,1,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,2953
5511,2010_8L52913_aldra,2010_8L52913,2125,2010_aldra,13,Aldra,38,0,4,2006,no,obs,capt,NA,f,1,0,2,no,yes,yes,20,27,24,8L52913,38,382 010,11,13,225,5484,8L52913 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,2995
5755,2010_8L64286_aldra,2010_8L64286,2214,2010_aldra,13,Aldra,38,0,2,2008,no,NA,capt,NA,f,0,0,0,yes,yes,yes,20,27,24,8L64286,38,382 010,11,13,225,5728,8L64286 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,3243
5876,2010_8L64996_aldra,2010_8L64996,2260,2010_aldra,13,Aldra,38,0,3,2007,gene_new,NA,NA,gene_new,f,0,1,1,yes,yes,yes,20,27,24,8L64996,38,382 010,11,13,225,5849,8L64996 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0.5,3350
5950,2010_8L89299_aldra,2010_8L89299,2289,2010_aldra,13,Aldra,38,0,3,2007,no,obs,capt,NA,f,1,0,2,no,yes,yes,20,27,24,8L89299,38,382 010,11,13,225,5922,8L89299 2010,1,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,3415
6188,2010_8L89642_aldra,2010_8L89642,2377,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,m,1,0,2,no,yes,never,20,27,24,8L89642,38,382 010,11,13,225,6160,8L89642 2010,0,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,3667
6494,2010_8M31281_aldra,2010_8M31281,2491,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,m,0,0,0,no,yes,never,20,27,24,8M31281,38,382 010,11,13,225,6456,8M31281 2010,0,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,3941
6495,2010_8M31282_aldra,2010_8M31282,2492,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,f,0,0,0,yes,yes,yes,20,27,24,8M31282,38,382 010,11,13,225,6457,8M31282 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,3942
6496,2010_8M31283_aldra,2010_8M31283,2493,2010_aldra,13,Aldra,38,0,1,2009,yes,NA,NA,NA,f,1,0,2,no,yes,yes,20,27,24,8M31283,38,382 010,11,13,225,6458,8M31283 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,3943
6504,2010_8M31285_aldra,2010_8M31285,2494,2010_aldra,13,Aldra,38,0,1,2009,no,NA,capt,NA,f,1,1,3,yes,yes,yes,20,27,24,8M31285,38,382 010,11,13,225,6466,8M31285 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1.5,3951
6756,2010_8M31637_aldra,2010_8M31637,2596,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,f,0,1,1,yes,yes,yes,20,27,24,8M31637,38,382 010,11,13,225,6718,8M31637 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0.5,4204
6757,2010_8M31640_aldra,2010_8M31640,2597,2010_aldra,13,Aldra,38,0,1,2009,no,NA,capt,NA,m,1,1,3,yes,yes,yes,20,27,24,8M31640,38,382 010,11,13,225,6719,8M31640 2010,0,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1.5,4205
6760,2010_8M31641_aldra,2010_8M31641,2598,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,m,1,0,2,yes,yes,yes,20,27,24,8M31641,38,382 010,11,13,225,6722,8M31641 2010,0,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,1,4208
6763,2010_8M31642_aldra,2010_8M31642,2599,2010_aldra,13,Aldra,38,0,1,2009,no,obs,NA,NA,f,0,0,0,no,yes,never,20,27,24,8M31642,38,382 010,11,13,225,6725,8M31642 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,4211
6889,2010_8M31937_aldra,2010_8M31937,2646,2010_aldra,13,Aldra,38,0,1,2009,no,obs,capt,NA,f,0,0,0,yes,yes,yes,20,27,24,8M31937,38,382 010,11,13,225,6851,8M31937 2010,0,1,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,4347
7600,2010_8M72859_aldra,2010_8M72859,2960,2010_aldra,13,Aldra,38,0,1,2009,no,NA,capt,NA,m,0,0,0,no,no,never,20,27,24,8M72859,38,382 010,11,13,225,7537,8M72859 2010,0,0,0.908023483,0.645833333,0.293025362,-0.216241166,-0.96740651,0.068743675,0,5000
4680,2011_8L19928_aldra,2011_8L19928,1812,2011_aldra,14,Aldra,38,0,4,2007,no,obs,capt,NA,f,1,0,2,yes,yes,yes,11,23,17,8L19928,38,382 011,11,14,226,4664,8L19928 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,2184
4769,2011_8L26538_aldra,2011_8L26538,1848,2011_aldra,14,Aldra,38,0,4,2007,yes,NA,NA,NA,m,1,2,4,yes,yes,yes,11,23,17,8L26538,38,382 011,11,14,226,4753,8L26538 2011,1,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,2,2276
5445,2011_8L52574_aldra,2011_8L52574,2099,2011_aldra,14,Aldra,38,0,5,2006,no,obs,capt,NA,f,0,2,2,yes,yes,yes,11,23,17,8L52574,38,382 011,11,14,226,5418,8L52574 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,2932
5461,2011_8L52598_aldra,2011_8L52598,2106,2011_aldra,14,Aldra,38,0,5,2006,no,NA,capt,NA,m,0,0,0,yes,yes,yes,11,23,17,8L52598,38,382 011,11,14,226,5434,8L52598 2011,1,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,0,2954
5512,2011_8L52913_aldra,2011_8L52913,2125,2011_aldra,14,Aldra,38,0,5,2006,no,NA,capt,NA,f,1,1,3,yes,yes,yes,11,23,17,8L52913,38,382 011,11,14,226,5485,8L52913 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1.5,2996
5951,2011_8L89299_aldra,2011_8L89299,2289,2011_aldra,14,Aldra,38,0,4,2007,no,obs,capt,NA,f,1,0,2,no,yes,yes,11,23,17,8L89299,38,382 011,11,14,226,5923,8L89299 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,3416
6189,2011_8L89642_aldra,2011_8L89642,2377,2011_aldra,14,Aldra,38,0,2,2009,yes,NA,NA,NA,m,1,0,2,no,yes,never,11,23,17,8L89642,38,382 011,11,14,226,6161,8L89642 2011,1,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,3668
6497,2011_8M31283_aldra,2011_8M31283,2493,2011_aldra,14,Aldra,38,0,2,2009,yes,NA,NA,NA,f,1,0,2,no,yes,yes,11,23,17,8M31283,38,382 011,11,14,226,6459,8M31283 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,3944
6505,2011_8M31285_aldra,2011_8M31285,2494,2011_aldra,14,Aldra,38,0,2,2009,yes,NA,NA,NA,f,1,1,3,yes,yes,yes,11,23,17,8M31285,38,382 011,11,14,226,6467,8M31285 2011,1,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1.5,3952
6758,2011_8M31640_aldra,2011_8M31640,2597,2011_aldra,14,Aldra,38,0,2,2009,no,obs,capt,NA,m,1,0,2,no,yes,yes,11,23,17,8M31640,38,382 011,11,14,226,6720,8M31640 2011,1,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,4206
6761,2011_8M31641_aldra,2011_8M31641,2598,2011_aldra,14,Aldra,38,0,2,2009,yes,NA,NA,NA,m,1,3,5,yes,yes,yes,11,23,17,8M31641,38,382 011,11,14,226,6723,8M31641 2011,1,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,2.5,4209
7106,2011_8M71505_aldra,2011_8M71505,2758,2011_aldra,14,Aldra,38,0,1,2010,no,obs,capt,NA,m,0,2,2,yes,yes,yes,11,23,17,8M71505,38,382 011,11,14,226,7063,8M71505 2011,0,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,4588
7107,2011_8M71506_aldra,2011_8M71506,2759,2011_aldra,14,Aldra,38,0,1,2010,no,obs,capt,NA,m,1,0,2,no,yes,yes,11,23,17,8M71506,38,382 011,11,14,226,7064,8M71506 2011,0,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,1,4589
7112,2011_8M71507_aldra,2011_8M71507,2760,2011_aldra,14,Aldra,38,0,1,2010,no,obs,capt,NA,f,1,3,5,yes,yes,yes,11,23,17,8M71507,38,382 011,11,14,226,7069,8M71507 2011,0,1,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,2.5,4596
7571,2011_8M72786_aldra,2011_8M72786,2949,2011_aldra,14,Aldra,38,0,1,2010,no,obs,capt,NA,m,0,0,0,no,yes,never,11,23,17,8M72786,38,382 011,11,14,226,7509,8M72786 2011,0,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,0,4974
7720,2011_8M72996_aldra,2011_8M72996,3007,2011_aldra,14,Aldra,38,0,1,2010,no,NA,capt,NA,m,0,0,0,yes,yes,yes,11,23,17,8M72996,38,382 011,11,14,226,7656,8M72996 2011,0,0,0.908023483,1.117647059,0.547794118,-0.284842275,-1.12774916,0.043942043,0,5127
4681,2012_8L19928_aldra,2012_8L19928,1812,2012_aldra,15,Aldra,38,0,5,2007,no,obs,NA,NA,f,1,0,2,no,yes,yes,21,26,21,8L19928,38,382 012,11,15,227,4665,8L19928 2012,1,1,0.908023483,0.523809524,0.361904762,-0.233391443,-1.005146838,0.147620367,1,2185
